entity;coupled;degree;average-revs;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormSection.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormField.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigation.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupInfo.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupInfo.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedViewMetadata.java;80;3;;;;;;;;;
graphql/metadata-deployer/src/main/resources/db/db.changelog-custom-data.xml;rest/metadata-deployer/src/main/resources/db/db.changelog-custom-data.xml;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLayout.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormField.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupInfo.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigationElement.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedViewMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigation.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormSection.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormSection.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormSection.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionModelMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupHolder.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigationElement.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedViewMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormSection.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedViewMetadata.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionMapper.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionModelMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedViewMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupInfo.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupHolder.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLayout.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedViewMetadata.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupHolder.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormField.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupInfo.java;80;3;;;;;;;;;
rest/docker/.env;rest/metadata-deployer/src/main/resources/application.yml;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigation.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigationElement.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupHolder.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormSection.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigationElement.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLayout.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormSection.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupInfo.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormField.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormSection.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormField.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedViewMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigationElement.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormField.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedViewMetadata.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedComboBox.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLayout.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigationElement.java;80;3;;;;;;;;;
rest/docker/.env;rest/docker/docker-compose.yml;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigationElement.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigationElement.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupInfo.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormSection.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigationElement.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupInfo.java;80;3;;;;;;;;;
graphql/metadata-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/ComboBoxMapper.java;graphql/metadata-deployer/src/main/resources/db/db.changelog-custom-data.xml;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupInfo.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormField.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLayout.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormSection.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigation.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupInfo.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupInfo.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigation.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigation.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionModelMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigationElement.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormField.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedViewMetadata.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedViewMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormSection.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormField.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupInfo.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormField.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionModelMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormSection.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigationElement.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormField.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigation.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedViewMetadata.java;80;3;;;;;;;;;
graphql/metadata-app/src/main/resources/graphql/view_query.graphqls;rest/metadata-app/Dockerfile;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigationElement.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigation.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigation.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigationElement.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionModelMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedViewMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedViewMetadata.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedViewMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionModelMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormField.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigation.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupInfo.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionModelMapper.java;80;3;;;;;;;;;
graphql/metadata-deployer/src/main/resources/db/db.changelog-custom-data.xml;rest/metadata-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/ComboBoxMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLayout.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupInfo.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedComboBox.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedViewMetadata.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormSection.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedComboBox.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormField.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedComboBox.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupInfo.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedViewMetadata.java;80;3;;;;;;;;;
graphql/metadata-app/pom.xml;graphql/metadata-app/src/main/resources/graphql/query.graphqls;80;3;;;;;;;;;
rest/docker/.env;rest/metadata-deployer/Dockerfile;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigationElement.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedViewMetadata.java;80;3;;;;;;;;;
graphql/metadata-app/Dockerfile;graphql/metadata-app/pom.xml;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormField.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigationElement.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigation.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigation.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormSection.java;80;3;;;;;;;;;
graphql/metadata-app/src/main/resources/graphql/query.graphqls;graphql/metadata-app/src/main/resources/graphql/view_query.graphqls;80;3;;;;;;;;;
graphql/metadata-app/pom.xml;rest/metadata-app/Dockerfile;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigation.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormField.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupHolder.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigation.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupInfo.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupInfo.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigationElement.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormSection.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupHolder.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedViewMetadata.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormField.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormField.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedLookupHolder.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupInfo.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedNavigation.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigation.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormSection.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedComboBox.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormSection.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedComboBox.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedNavigationElement.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/domain/ExtendedFormField.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormSectionMapper.java;80;3;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/LayoutMapper.java;76;7;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormMetadataMapper.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/LookupMetadataMapper.java;76;7;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormMetadataMapper.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/LookupHolderMapper.java;76;7;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedFormMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/ComboBoxMapper.java;76;7;;;;;;;;;
rest/metadata-deployer/pom.xml;rest/metadata-provider-app/pom.xml;76;7;;;;;;;;;
rest/README.md;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/app/config/AppConfig.java;75;4;;;;;;;;;
rest/README.md;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/app/dto/ExtendedLayout.java;75;4;;;;;;;;;
rest/README.md;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/app/MetadataApp.java;75;4;;;;;;;;;
rest/README.md;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/app/mapper/LayoutMapper.java;75;4;;;;;;;;;
rest/README.md;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/app/dto/ExtendedLookupMetadata.java;75;4;;;;;;;;;
rest/README.md;rest/metadata-deployer/src/main/java/io/github/sergeivisotsky/metadata/deployer/DeployerApp.java;75;4;;;;;;;;;
rest/README.md;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/app/dto/ExtendedLookupHolder.java;75;4;;;;;;;;;
rest/README.md;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/app/dto/ExtendedFormMetadata.java;75;4;;;;;;;;;
rest/README.md;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/app/mapper/LookupHolderMapper.java;75;4;;;;;;;;;
rest/README.md;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/app/mapper/LookupMetadataMapper.java;75;4;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/LayoutMapper.java;72;6;;;;;;;;;
rest/metadata-deployer/src/main/java/io/github/sergeivisotsky/metadata/preconfig/deployer/DeployerApp.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/config/AppConfig.java;72;6;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupHolder.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/ComboBoxMapper.java;72;6;;;;;;;;;
rest/metadata-deployer/src/main/java/io/github/sergeivisotsky/metadata/preconfig/deployer/DeployerApp.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/ComboBoxMapper.java;72;6;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/MetadataApp.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/LayoutMapper.java;72;6;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/config/AppConfig.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupMetadata.java;72;6;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/config/AppConfig.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupHolder.java;72;6;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLayout.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/LayoutMapper.java;72;6;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/MetadataApp.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormMetadataMapper.java;72;6;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/ComboBoxMapper.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/NavigationMapper.java;72;6;;;;;;;;;
rest/metadata-deployer/src/main/java/io/github/sergeivisotsky/metadata/preconfig/deployer/DeployerApp.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormMetadataMapper.java;72;6;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupMetadata.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormMetadataMapper.java;72;6;;;;;;;;;
rest/README.md;rest/metadata-deployer/pom.xml;72;6;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/config/AppConfig.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLayout.java;72;6;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLayout.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/ComboBoxMapper.java;72;6;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/dto/ExtendedLookupHolder.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/FormMetadataMapper.java;72;6;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/MetadataApp.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/config/AppConfig.java;72;6;;;;;;;;;
rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/NavigationMapper.java;rest/metadata-provider-app/src/main/java/io/github/sergeivisotsky/metadata/preconfig/app/mapper/ViewMetadataMapper.java;72;6;;;;;;;;;
